,movie_id,title,last_update,release_year,rating,duration,description,ott_id
13118,13119,Shiba Park,19700101,2019,PG,100,"In this slice of life comedy, three middle-aged men meet every day in the dog park while their Shiba Inus play together. It's strictly doggie business – not friendship. Until one day, a mystery regarding Ataru's love life drives them to get nosy about each other's personal lives...",1
13119,13120,Penny Dreadful - After Dark Horrorfest,19700101,2007,R,92,Young Penny goes on a retreat with her psychologist to overcome her phobia of cars but finds herself in a nightmarish situation where her worst fears come true.,1
13120,13121,Nicole,19700101,2020,R,74,This is a first date gone wrong.,1
13121,13122,Möbius,19700101,2014,R,108,"In the high stakes world of international espionage, Russian FSB Agent Grégory Lioubov will realise that there are somethings he wasn't trained for.",1
13122,13123,Mirror Image,19700101,2000,R,74,"In this oddball festival favorite, a motorcycle accident erases the lifeline on Tung-ching's palm, supposedly freeing him from fate and leaving him vulnerable to random chance. While his girlfriend wants to use palmistry to try and retrieve his lifeline, Tung-ching's curious about his new freedom – and one of his pretty customers at the pawn shop where he works.",1
13123,13124,Mamangam,19700101,2019,PG,150,"During the medieval fair of Mamangam, twelve-year-old warrior Chandroth Chanthunni becomes a legend after putting up a brave fight against the Zamorin.",1
13124,13125,I'd Like to be Alone Now,19700101,2019,PG,107,"After losing his wife and three kids, all Kyle wants is to mourn in peace. Unfortunately, his family insists on helping him.",1
13125,13126,Hellgate,19700101,2021,PG,88,"In 1867 Kansas, veterinarian Sterling Hayden treats an injured stranger who turns out to have been a guerrilla raider – and Hayden soon finds himself serving a term in one of the world's most terrifying prisons under sadistic commandant Ward Bond. Adapted from the story of Dr. Mudd, the physician who attended John Wilkes Booth, assassin of President Lincoln.",1
13126,13127,He Loves Me He Loves Me Not,19700101,2003,PG,96,"A young woman (Audrey Tautou) who is in love with a married doctor becomes dangerous when her attempts to persuade him to leave his wife are unsuccessful. However, when things are seen from his point of view, the real situation becomes clear.",1
13127,13128,Faithful,19700101,2019,PG,14,"One day, Lauren finds her marriage to be in struggles. She tries at any costs to save her marriage, but the truth may not be as it seems.",1
13128,13129,E.14,19700101,2020,NC-17,85,"Intersecting stories of a sex worker, undocumented teen, a reformed pimp, a homeless Black youth, and an elderly Chinese woman who struggle to survive displacement while living along East Oakland's International Boulevard, otherwise known as ""East 14th"".",1
13129,13130,Dinosaur Park Mission Part 6 - T-Rex Ranch,19700101,2020,G,10,"T-Rex Ranch brings you another awesome fun-packed collection of Jurassic dinosaur videos ! Watch your favorite park rangers get into all sorts of wonderful adventures, coming across lots of scary dinosaurs, awesome toys and much more!",1
13130,13131,Deus Vult: God Wills It,19700101,2021,PG,63,"In a post-apocalyptic world a lone traveler, Gabriel, travels across a barren landscape and wanders into a western town run by a warlord. Gabriel encounters Joan, a young woman who finds solace in her faith, and she hopes to create a rebellion against the tyrant, Caliban. As Caliban's forces close in, Gabriel must choose to leave the town behind him or stay and fight for their freedom.",1
13131,13132,Camp Wedding,19700101,2019,PG,97,"Mia's wedding party is not too keen on transforming a dilapidated summer camp into the wedding venue of her dreams – when people begin disappearing in the night, that doesn't help either.",1
13132,13133,Breathless (2011),19700101,2016,R,91,"After killing her bank-robber husband (Val Kilmer), a Texas housewife (Gina Gershon) must dispose of the body and find the loot while avoiding the local sherriff (Ray Liotta).",1
13133,13134,Art of War III: The Retribution,19700101,2007,R,88,"On a covert mission to stop North Korean terrorists from obtaining a nuclear bomb, the deal turns deadly and Agent Neil Shaw is drawn into the crossfire saving a damsel in distress and ends up framed for murder.",1
13134,13135,Annette,19700101,2021,R,140,"Los Angeles, today. Henry (Adam Driver) is a stand-up comedian with a fierce sense of humor who falls in love with Ann (Marion Cotillard), a world-renowned opera singer. Under the spotlight, they form a passionate and glamorous couple. The birth of their first child, Annette, a mysterious little girl with an exceptional destiny, will turn their lives upside down.",1
13135,13136,Anacondas: Trail of Blood,19700101,2006,R,89,"Even though the two monster snakes from Anaconda: Offspring are dead, a trail of victim's blood confirms that a new generation of snakes has reached adulthood and is preying upon?EVERYTHING. John Rhys-Davies and Crystal Allen return in the fourth installment of the popular franchise.",1
13136,13137,An Artist of the Floating World,19700101,2019,PG,90,"Japan, a few years after the end of the Second World War – Masuji Ono is an ageing painter of considerable renown, and retired life in his lavish mansion unfolds peacefully – on the surface. But this seeming tranquility is broken when he is told that his youngest daughter's marriage talks broke down because of his past.",1
13137,13138,Amyloid,19700101,2021,R,56,A story about Alzheimer's and Dementia of how two women made it home.,1
13138,13139,Aaron Loves Angela,19700101,1975,R,100,"In New York City, a young black boy and Puerto Rican girl fall in love despite objections from each other's families.",1
13139,13140,A Wonderful Christmas,19700101,2007,PG,79,"The true meaning of Christmas comes home to the Rivera household...in a very unexpected way. With Mom expecting a new baby and Dad facing work challenges, young Josie takes it upon herself to make sure the family is able to have a wonderful Christmas.",1
13140,13141,Winners Tape All: The Henderson Brothers Story,19700101,2016,PG,67,"The story of Michael and Richard Henderson, two stepbrothers from West Virginia who saw an opportunity in the burgeoning VHS market in the 1980s and made their own backyard horror movies, ""The Curse of Stabberman"" and ""Cannibal Swim Club.""",1
13141,13142,Villavan: The Vigilante,19700101,2018,PG,115,"Dreaded with memories of his past, a furious son takes revenge on those who killed his father.",1
13142,13143,Vibes,19700101,1988,PG,100,"Two psychics are hired to find the location of a lost Incan city Located somewhere in the Ecuadorian mountains, that is said to hide a great treasure.",1
13143,13144,Velaikkaran,19700101,2017,PG,152,"Arivu, a crusader for the poor citizens of Chennai, decides to change the system and takes up a mission to fight FMCG companies for malpractices in food adulteration.",1
13144,13145,Varuthapadatha Valibar Sangam,19700101,2013,G,149,An aimless youth falls for a girl with a trigger-happy father.,1
13145,13146,Vaanam Vasappadum,19700101,2004,PG,125,"Karthik (Karthik Kumar), a young lawyer, falls in love with Poongothai (Poongkothai Chandrahasan), the daughter of a businessman (Vijayakumar). Poongothai's father and sister (Janaki Sabesh) run a multi-level market and are imprisoned for false accusations.",1
13146,13147,Trying Grace,19700101,2021,G,72,"His wife, is dying. But her life can be saved, at a cost. Justin and Jessica are desperate. But how far will they go to save the life of the one they love?",1
13147,13148,The Waste Land,19700101,2021,R,130,A rural youth who has nothing to do and becomes insane due to his persistent pursuit of love.,1
13148,13149,The Private Life of Samuel Pepys,19700101,2003,R,60,"Steve Coogan takes the lead role in this darkly comic portrait of the diarist, naval strategist and serial adulterer. 1679: Pepys is in jail on treason charges. His arch-rival Lord Shaftesbury has heard of his diary and its detailed accounts of corruption and affairs. Can Pepys escape the gallows?",1
13149,13150,The Monster - Lon Chaney's Uncut Horror Classic!,19700101,1925,PG,87,"A meek clerk who doubles as an amateur detective investigates a missing person case & very strange goings-on at a remote & supposedly abandoned mental sanitarium. The clerk soon discovers that the asylum is not deserted but run by a bizarre staff headed by the eccentric Dr. Ziska (Lon Chaney), who gathers candidates for his eerie experiments by causing roadway accidents. (Silent w/ Music Track).",1
13150,13151,The Hired Heart,19700101,1997,PG,90,"To appease her persistent father-in-law, a young widow (Penelope Ann Miller) hires an escort to pose as her lover.",1
13151,13152,The Hawk,19700101,1995,NC-17,84,"A Hitchcockian thriller of a housewife who thinks her husband is a serial killer. 'The Hawk' stalks women on the motorway, raping and killing, then plucking out his victim's eyes. Annie's husband has always been absent on the dates of the murders. Other details convince her it must be him. Or is this paranoia, a legacy of the violent depression she suffered after her two sons were born?",1
